qasrl_id,tokens,sentence
Wiki1k:wikinews:754636:2:0,-LRB- -LRB- WN -RRB- -RRB- You study the emergence of the periodical cicadas .,((WN)) You study the emergence of the periodical cicadas.
Wiki1k:wikinews:754636:2:2,What observations are you making ?,What observations are you making?
Wiki1k:wikinews:754636:4:0,-LRB- -LRB- WN -RRB- -RRB- Do you study the periodical cicadas with anyone else ?,((WN)) Do you study the periodical cicadas with anyone else?
Wiki1k:wikinews:754636:5:3,Postdoctoral research David Marshall also participates in the mapping project and leads the part of the research related to the mapping of stragglers .,Postdoctoral research David Marshall also participates in the mapping project and leads the part of the research related to the mapping of stragglers.
Wiki1k:wikinews:754636:5:6,My graduate student Russ Meister is studying the genes of the bacterial endosymbionts of cicadas .,My graduate student Russ Meister is studying the genes of the bacterial endosymbionts of cicadas.
Wiki1k:wikinews:754636:5:7,My current undergraduate honors student Erin Dwyer is also studying the development of Magicicada nymphs and is helping to design a lab exercise for college students around the eastern US to do the same .,My current undergraduate honors student Erin Dwyer is also studying the development of Magicicada nymphs and is helping to design a lab exercise for college students around the eastern US to do the same.
Wiki1k:wikinews:754636:5:9,See the Simon Lab website .,See the Simon Lab website.
Wiki1k:wikinews:754636:6:0,CS : We are collaborating with Teiji Sota at the University Kyoto and Jin Yoshimura at Shizuoka University in Japan .,CS: We are collaborating with Teiji Sota at the University Kyoto and Jin Yoshimura at Shizuoka University in Japan.
Wiki1k:wikinews:754636:6:1,They are studying the phylogeography of Magicicada .,They are studying the phylogeography of Magicicada.
Wiki1k:wikinews:754636:6:2,We are collaborating with John McCutcheon of the University of Montana who is studying the endosymbiont genomes .,We are collaborating with John McCutcheon of the University of Montana who is studying the endosymbiont genomes.
Wiki1k:wikinews:754636:9:2,What advantages and what disadvantages does it have ?,What advantages and what disadvantages does it have?
Wiki1k:wikinews:762751:1:1,"The State of New York recognised their marriage , but following Speyer 's death , Windsor had to pay more than US$ 300,000 in inheritance tax .","The State of New York recognised their marriage, but following Speyer""s death, Windsor had to pay more than US$300,000 in inheritance tax."
Wiki1k:wikinews:765500:1:0,The Muslim Brotherhood has denounced the ultimatum .,The Muslim Brotherhood has denounced the ultimatum.
Wiki1k:wikinews:765500:1:2,Any force that goes against the constitution is a call for sabotage and anarchy . '',"Any force that goes against the constitution is a call for sabotage and anarchy."""""
Wiki1k:wikinews:765500:3:0,"Stones and petrol bombs were thrown at the headquarters of the Muslim Brotherhood , which had been fortified with sandbags .","Stones and petrol bombs were thrown at the headquarters of the Muslim Brotherhood, which had been fortified with sandbags."
Wiki1k:wikinews:765500:3:1,Morsi was a leading member of the Brotherhood .,Morsi was a leading member of the Brotherhood.
Wiki1k:wikinews:765500:4:1,"The National Salvation Front , a secular , liberal organization , has endorsed a petition calling for a snap election , started by the grassroots movement Rebel .","The National Salvation Front, a secular, liberal organization, has endorsed a petition calling for a snap election, started by the grassroots movement Rebel."
Wiki1k:wikinews:765500:6:1,"Another spokesman , Omar Amer , said '' -LSB- Morsi -RSB- announced to all of Egypt 's people he made mistakes and that he is in the process of fixing these mistakes -LSB- ... -RSB- I want to confirm one truth , if there is a total lack of response to this initiative , no listening to it , no interest in it from any side , what do you think the presidency can do ? '' .","Another spokesman, Omar Amer, said"""" [Morsi] announced to all of Egypt""s people he made mistakes and that he is in the process of fixing these mistakes [...] I want to confirm one truth, if there is a total lack of response to this initiative, no listening to it, no interest in it from any side, what do you think the presidency can do?""""."
Wiki1k:wikinews:768597:0:1,"Flight # 214 , coming from Seoul , carrying 291 passengers -- including one infant , and 16 crew members -- crashed on runway 28L .","Flight #214, coming from Seoul, carrying 291 passengers--including one infant, and 16 crew members--crashed on runway 28L."
Wiki1k:wikinews:768597:0:3,"In total , officials report 181 people were hospitalized and one person remains unaccounted for .","In total, officials report 181 people were hospitalized and one person remains unaccounted for."
Wiki1k:wikinews:768597:1:0,"It is reported that when the airplane took off from Seoul , smoke was coming from the airplane .","It is reported that when the airplane took off from Seoul, smoke was coming from the airplane."
Wiki1k:wikinews:768597:1:2,"According to David Eun , a passenger on the airplane and the executive vice president of Samsung , the tail came off of the plane upon landing .","According to David Eun, a passenger on the airplane and the executive vice president of Samsung, the tail came off of the plane upon landing."
Wiki1k:wikinews:768597:1:3,"A non-passenger witness , Anthony Castorani , has reported that a fireball formed upon the plane landing and that the plane flipped over .","A non-passenger witness, Anthony Castorani, has reported that a fireball formed upon the plane landing and that the plane flipped over."
Wiki1k:wikinews:768597:1:4,A large portion of the passenger area of the plane was on fire and has burned out .,A large portion of the passenger area of the plane was on fire and has burned out.
Wiki1k:wikinews:768597:1:6,Passengers were seen using emergency slides to escape the wreckage .,Passengers were seen using emergency slides to escape the wreckage.
Wiki1k:wikinews:768597:3:0,"The airport was closed to all incoming and outgoing air and vehicle traffic until 3:30 PM local time , when it opened 2 runways .","The airport was closed to all incoming and outgoing air and vehicle traffic until 3:30 PM local time, when it opened 2 runways."
Wiki1k:wikinews:768597:3:2,More than 70 flights headed to San Francisco were not allowed to land at the airport and were sent to other cities .,More than 70 flights headed to San Francisco were not allowed to land at the airport and were sent to other cities.
Wiki1k:wikinews:769244:2:0,The Ministry of Home Affairs has declared the explosions an act of terrorism .,The Ministry of Home Affairs has declared the explosions an act of terrorism.
