sentence_id,predicate_idx,predicate,sentence
Wiki1k:wikinews:542011:34:2,34,used,"I guess one of the things that, like, I am in some ways the backup one pointer in some ways, but what gives me my one point classification, because I used to be a two, is my arm, the damage I received, and the quadriplegia from the transverse myelitis."
Wiki1k:wikinews:542011:34:2,47,received,"I guess one of the things that, like, I am in some ways the backup one pointer in some ways, but what gives me my one point classification, because I used to be a two, is my arm, the damage I received, and the quadriplegia from the transverse myelitis."
Wiki1k:wikinews:542011:34:3,6,shoot,"So despite the fact I probably shoot more accurately that most people in the team, because I""ve just had to learn to shoot, it also slows me down; I""m not the quickest in the team for getting up and down the court, because of having trouble with grip and stuff on my right hand to push."
Wiki1k:wikinews:542011:34:3,22,learn,"So despite the fact I probably shoot more accurately that most people in the team, because I""ve just had to learn to shoot, it also slows me down; I""m not the quickest in the team for getting up and down the court, because of having trouble with grip and stuff on my right hand to push."
Wiki1k:wikinews:542011:34:3,24,shoot,"So despite the fact I probably shoot more accurately that most people in the team, because I""ve just had to learn to shoot, it also slows me down; I""m not the quickest in the team for getting up and down the court, because of having trouble with grip and stuff on my right hand to push."
Wiki1k:wikinews:542011:34:3,28,slows,"So despite the fact I probably shoot more accurately that most people in the team, because I""ve just had to learn to shoot, it also slows me down; I""m not the quickest in the team for getting up and down the court, because of having trouble with grip and stuff on my right hand to push."
Wiki1k:wikinews:542011:34:3,41,getting,"So despite the fact I probably shoot more accurately that most people in the team, because I""ve just had to learn to shoot, it also slows me down; I""m not the quickest in the team for getting up and down the court, because of having trouble with grip and stuff on my right hand to push."
Wiki1k:wikinews:542011:34:3,61,push,"So despite the fact I probably shoot more accurately that most people in the team, because I""ve just had to learn to shoot, it also slows me down; I""m not the quickest in the team for getting up and down the court, because of having trouble with grip and stuff on my right hand to push."
Wiki1k:wikinews:542011:34:4,1,push,I push reasonably quick!
Wiki1k:wikinews:542011:34:5,3,say,"Most people would say I""m reasonably quick, but when you at me in comparison to, say, the other eleven girls in the team, I am not as quick."
Wiki1k:wikinews:542011:34:5,18,say,"Most people would say I""m reasonably quick, but when you at me in comparison to, say, the other eleven girls in the team, I am not as quick."
Wiki1k:wikinews:542011:38:2,1,guess,I guess more intense over the last eighteen months or so.
Wiki1k:wikinews:542011:38:3,11,spend,At the moment I am having a short break just to spend some time with my son.
Wiki1k:wikinews:542011:38:5,3,stayed,""" Cause he stayed at home rather than come to London."
Wiki1k:wikinews:542011:38:5,8,come,""" Cause he stayed at home rather than come to London."
Wiki1k:wikinews:542011:3:4,1,guess,"I guess Australia wasn""t expected to do very well and finished fourth, so it was a good tournament for us."
Wiki1k:wikinews:542011:3:4,5,expected,"I guess Australia wasn""t expected to do very well and finished fourth, so it was a good tournament for us."
Wiki1k:wikinews:542011:3:4,11,finished,"I guess Australia wasn""t expected to do very well and finished fourth, so it was a good tournament for us."
Wiki1k:wikinews:542011:40:1,4,decided,"But I haven""t decided where to [go] from here."
Wiki1k:wikinews:542011:40:1,8,go,"But I haven""t decided where to [go] from here."
Wiki1k:wikinews:542011:41:0,7,keep,"Amanda Carter: I "" ll still keep playing women""s league, but not sure about some of the international stuff."
Wiki1k:wikinews:542011:41:0,8,playing,"Amanda Carter: I "" ll still keep playing women""s league, but not sure about some of the international stuff."
Wiki1k:wikinews:542011:41:2,12,leaving,"I may well still, but at this point I""m just leaving my options open."
Wiki1k:wikinews:542011:41:3,5,say,"It""s too early to say which way I""m going to go."
Wiki1k:wikinews:542011:41:3,10,going,"It""s too early to say which way I""m going to go."
Wiki1k:wikinews:542011:41:3,12,go,"It""s too early to say which way I""m going to go."
Wiki1k:wikinews:542011:42:2,2,count,I can count the number of Paralympians who were on Team Australia in London who were at the Sydney games on my fingers.
Wiki1k:wikinews:542011:46:0,7,looking,((WN)) I was looking around the North Greenwich Arena...And that arena!
Wiki1k:wikinews:542011:46:3,1,guess,"I guess in 2000 even, to fill stadiums, which we did, we gave APC and school programs, a lot of school kids came to fill seats and things."
Wiki1k:wikinews:542011:46:3,7,fill,"I guess in 2000 even, to fill stadiums, which we did, we gave APC and school programs, a lot of school kids came to fill seats and things."
Wiki1k:wikinews:542011:46:3,12,did,"I guess in 2000 even, to fill stadiums, which we did, we gave APC and school programs, a lot of school kids came to fill seats and things."
Wiki1k:wikinews:542011:46:3,15,gave,"I guess in 2000 even, to fill stadiums, which we did, we gave APC and school programs, a lot of school kids came to fill seats and things."
Wiki1k:wikinews:542011:46:3,26,came,"I guess in 2000 even, to fill stadiums, which we did, we gave APC and school programs, a lot of school kids came to fill seats and things."
Wiki1k:wikinews:542011:46:3,28,fill,"I guess in 2000 even, to fill stadiums, which we did, we gave APC and school programs, a lot of school kids came to fill seats and things."
Wiki1k:wikinews:542011:46:4,4,see,"We didn""t necessarily see that in London."
Wiki1k:wikinews:542011:46:6,2,gone,People had gone out and spent money on tickets to come and see that sport.
Wiki1k:wikinews:542011:46:6,5,spent,People had gone out and spent money on tickets to come and see that sport.
Wiki1k:wikinews:542011:46:6,10,come,People had gone out and spent money on tickets to come and see that sport.
Wiki1k:wikinews:542011:46:6,12,see,People had gone out and spent money on tickets to come and see that sport.
Wiki1k:wikinews:542011:48:0,11,improved,"Amanda Carter: The standard, over the years, has improved so much."
Wiki1k:wikinews:542011:48:1,8,looking,"But the good thing is, we""re looking at development."
Wiki1k:wikinews:542011:48:3,4,got,"Like, we""ve got girls that weren""t necessarily up to selection for London but will probably be right up there for Rio...Our squad will open, come January, for the first training camp."
Wiki1k:wikinews:542011:48:3,28,open,"Like, we""ve got girls that weren""t necessarily up to selection for London but will probably be right up there for Rio...Our squad will open, come January, for the first training camp."
Wiki1k:wikinews:542011:48:3,30,come,"Like, we""ve got girls that weren""t necessarily up to selection for London but will probably be right up there for Rio...Our squad will open, come January, for the first training camp."
Wiki1k:wikinews:542011:52:0,5,played,"Amanda Carter: We""ve played a few."
Wiki1k:wikinews:542011:52:6,16,went,"And then we""ve had of course a tournament in Sydney about three weeks before we went to London."
Wiki1k:wikinews:542011:52:7,5,went,"And then of course we went to the Netherlands, before we went on to Cardiff in Wales."
Wiki1k:wikinews:542011:52:7,12,went,"And then of course we went to the Netherlands, before we went on to Cardiff in Wales."
Wiki1k:wikinews:542011:6:2,1,think,I think it was in Stoke.
Wiki1k:wikinews:542011:9:3,5,get,"Would have been nice to get the medal, "" cause I think we sort of had bigger expectations of ourselves at that point, "" cause we weren""t the new kids on the block at that point but still finished fourth."
Wiki1k:wikinews:542011:9:3,10,cause,"Would have been nice to get the medal, "" cause I think we sort of had bigger expectations of ourselves at that point, "" cause we weren""t the new kids on the block at that point but still finished fourth."
Wiki1k:wikinews:542011:9:3,12,think,"Would have been nice to get the medal, "" cause I think we sort of had bigger expectations of ourselves at that point, "" cause we weren""t the new kids on the block at that point but still finished fourth."
Wiki1k:wikinews:542011:9:3,41,finished,"Would have been nice to get the medal, "" cause I think we sort of had bigger expectations of ourselves at that point, "" cause we weren""t the new kids on the block at that point but still finished fourth."
Wiki1k:wikinews:542397:0:0,4,died,Singer Andy Williams has died at 84 years old on Tuesday.
Wiki1k:wikinews:542397:2:2,1,married,He married Claudine Longet in 1961 and they divorced in 1975.
Wiki1k:wikinews:542397:2:2,8,divorced,He married Claudine Longet in 1961 and they divorced in 1975.
Wiki1k:wikinews:542397:2:3,4,married,"In 1991, he married Debbie Haas."
Wiki1k:wikinews:559604:0:0,8,performed,"Austrian skydiver Felix Baumgartner, aged 43, performed a jump Sunday from 39 km above the Earth""s surface using a full-pressure suit, a parachute canopy, a capsule, and a helium balloon."
Wiki1k:wikinews:559604:0:0,20,using,"Austrian skydiver Felix Baumgartner, aged 43, performed a jump Sunday from 39 km above the Earth""s surface using a full-pressure suit, a parachute canopy, a capsule, and a helium balloon."
